fire_id,agency,lat,lon,coords,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,COORDINATES,ELEVATION,CLIMATE_IDENTIFIER,fire_lat_radians,fire_lon_radians,clim_lat_radians,clim_lon_radians,distance
112,BC,56.4667,-122.3333,"56.4667,-122.3333",2000-04-19,0.01,HALFWAY RIVER,BC,56.44,-122.35,"56.44,-122.35",670.6,118CCB1,0.9855298327358821,-2.135118869829979,0.9850638298255996,-2.135410339815062,3.1392767409103053
113,BC,56.4139,-121.1662,"56.4139,-121.1662",2000-04-21,2.0,PRESPATOU,BC,56.55,-121.02,"56.55,-121.02",684.9,1186428,0.984608298890829,-2.1147491321299534,0.9869836920027933,-2.1121974607635376,17.584745386597888
114,BC,56.3967,-121.1358,"56.3967,-121.1358",2000-04-25,4.0,PRESPATOU,BC,56.55,-121.02,"56.55,-121.02",684.9,1186428,0.9843081022594861,-2.114218552037347,0.9869836920027933,-2.1121974607635376,18.458697728823825
115,BC,56.7,-121.1,"56.7,-121.1",2000-04-25,4.0,PRESPATOU,BC,56.55,-121.02,"56.55,-121.02",684.9,1186428,0.9896016858807849,-2.113593724165133,0.9869836920027933,-2.1121974607635376,17.37138636027121
116,BC,56.3404,-120.9258,"56.3404,-120.9258",2000-05-01,0.3,CHARLIE LAKE,BC,56.17516,-121.00594,"56.17516,-121.00594",753.0,11814FR,0.9833254818906133,-2.110553360608159,0.9804414998346178,-2.1119520674707073,19.01693717356184
117,BC,56.3667,-121.1667,"56.3667,-121.1667",2000-05-04,0.1,WONOWON,BC,56.44,-121.48,"56.44,-121.48",914.4,1188973,0.9837845034838878,-2.1147578587762133,0.9850638298255996,-2.1202259753227115,20.916125241985878
118,BC,56.7331,-121.6029,"56.7331,-121.6029",2000-05-20,4.0,WONOWON,BC,56.44,-121.48,"56.44,-121.48",914.4,1188973,0.990179389863195,-2.1223709849734127,0.9850638298255996,-2.1202259753227115,33.427768530324194
119,BC,56.2197,-121.9461,"56.2197,-121.9461",2000-04-15,7.0,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,"56.01,-122.12",678.2,1183FL0,0.9812188694834562,-2.128360954966257,0.977558914042024,-2.1313960825354754,25.673069353482244
120,BC,56.9333,-121.3167,"56.9333,-121.3167",2000-06-01,16.0,BEATTON RIVER,BC,57.13,-121.28,"57.13,-121.28",807.7,1180749,0.9936735390256877,-2.1173758526542046,0.9971066016643605,-2.116735316818723,21.970684850737822
121,BC,56.5233,-121.1667,"56.5233,-121.1667",2000-06-04,40.0,PRESPATOU,BC,56.55,-121.02,"56.55,-121.02",684.9,1186428,0.9865176890925108,-2.1147578587762133,0.9869836920027933,-2.1121974607635376,9.466022029373573
122,BC,56.3297,-121.809,"56.3297,-121.809",2000-06-28,0.2,WONOWON,BC,56.44,-121.48,"56.44,-121.48",914.4,1188973,0.9831387316606499,-2.1259681085617728,0.9850638298255996,-2.1202259753227115,23.66216062766471
123,BC,56.6603,-121.662,"56.6603,-121.662",2000-08-17,0.1,WONOWON,BC,56.44,-121.48,"56.44,-121.48",914.4,1188973,0.9889087901677431,-2.1234024745613413,0.9850638298255996,-2.1202259753227115,26.899628023416387
124,BC,55.9243,-123.1812,"55.9243,-123.1812",2000-09-28,0.1,FINLAY FORKS,BC,56.0,-123.54,"56.0,-123.54",579.1,1182880,0.9760631668730648,-2.149917516557639,0.9773843811168246,-2.1561797579137947,23.850515029755496
125,BC,56.0388,-122.5422,"56.0388,-122.5422",2001-08-17,0.01,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,"56.01,-122.12",678.2,1183FL0,0.9780615688665983,-2.1387648626373954,0.977558914042024,-2.1313960825354754,26.413661565475035
126,BC,55.855,-121.4163,"55.855,-121.4163",2001-04-23,40.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9748536537014327,-2.119114200589191,0.9776147698140756,-2.1213464784478213,19.298689518115868
127,BC,55.7067,-120.3458,"55.7067,-120.3458",2001-04-27,7.6,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.9722653304207252,-2.100430450946592,0.9690068007072519,-2.0996310901491784,20.945232963389763
128,BC,56.075,-120.5583,"56.075,-120.5583",2001-05-04,3.0,FORT ST JOHN,BC,56.15,-120.5,"56.15,-120.5",673.6,1182998,0.9786933780558204,-2.10413927560708,0.980002374994816,-2.1031217486531673,9.083509557969785
129,BC,55.8362,-121.7153,"55.8362,-121.7153",2001-05-08,1.5,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9745255318020578,-2.124332735052654,0.9776147698140756,-2.1213464784478213,22.368739779354854
130,BC,55.7322,-121.2177,"55.7322,-121.2177",2001-05-14,1.5,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9727103893799837,-2.1156479766947305,0.9672614714552574,-2.118306113145518,35.98830598457036
131,BC,55.835,-121.6727,"55.835,-121.6727",2001-05-15,6.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9745045878510339,-2.1235892247913046,0.9776147698140756,-2.1213464784478213,21.35769285525365
132,BC,56.1217,-121.1995,"56.1217,-121.1995",2001-05-18,0.08,FARRELL CREEK,BC,56.11,-121.34,"56.11,-121.34",503.8,1182810,0.9795084468165016,-2.1153303267708674,0.9793042432940183,-2.1177825143699196,8.801095983139778
133,BC,55.9616,-120.553,"55.9616,-120.553",2001-08-24,0.02,TAYLOR 3SE,BC,56.07,-120.38,"56.07,-120.38",442.9,1188026,0.9767141746840586,-2.104046773156724,0.9786061115932205,-2.1010273535507737,16.14246027403796
134,BC,55.7413,-121.5466,"55.7413,-121.5466",2001-09-15,0.2,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9728692143419153,-2.1213883646045395,0.9776147698140756,-2.1213464784478213,30.215322052713244
135,BC,56.0303,-120.971,"56.0303,-120.971",2001-11-18,0.009,FORT ST JOHN 8NW,BC,56.1511,-121.0202,"56.1511,-121.0202",808.0,118L0LK,0.9779132158801788,-2.1113422494300607,0.9800215736165879,-2.1122009514220417,13.766070955092632
136,BC,56.1098,-120.3676,"56.1098,-120.3676",2001-05-19,0.01,TAYLOR FLATS,BC,56.1000003,-120.4116,"56.1000003,-120.4116",517.0,1188020,0.9793007526355143,-2.1008109327235265,0.9791297156048065,-2.101578877594404,2.9361663127083713
137,BC,56.2842,-121.6192,"56.2842,-121.6192",2001-05-21,2.5,WONOWON,BC,56.44,-121.48,"56.44,-121.48",914.4,1188973,0.9823446068509925,-2.1226554736414878,0.9850638298255996,-2.1202259753227115,19.317679026440814
138,BC,56.3333,-120.583,"56.3333,-120.583",2001-06-04,0.1,ROSE PRAIRIE,BC,56.39,-120.46,"56.39,-120.46",670.6,1186868,0.9832015635137217,-2.1045703719323225,0.9841911651996025,-2.102423616952369,9.850325815041016
139,BC,55.888,-121.9093,"55.888,-121.9093",2000-04-19,0.2,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,"56.01,-122.12",678.2,1183FL0,0.9754296123545909,-2.1277186738015232,0.977558914042024,-2.1313960825354754,18.85941232707688
140,BC,55.7164,-121.1844,"55.7164,-121.1844",2000-04-24,0.2,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9724346273581687,-2.115066782053816,0.9672614714552574,-2.118306113145518,34.94098992230113
141,BC,55.8045,-121.4628,"55.8045,-121.4628",2000-04-25,2.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9739722624291756,-2.1199257786913686,0.9776147698140756,-2.1213464784478213,23.739585527246856
142,BC,55.7667,-121.5,"55.7667,-121.5",2000-04-25,0.1,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9733125279719218,-2.1205750411731104,0.9776147698140756,-2.1213464784478213,27.530508936843766
143,BC,55.9747,-121.3898,"55.9747,-121.3898",2000-04-25,7.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.97694281281607,-2.1186516883374127,0.9776147698140756,-2.1213464784478213,10.50652588799048
144,BC,55.8528,-121.662,"55.8528,-121.662",2000-04-25,9.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9748152564578889,-2.1234024745613413,0.9776147698140756,-2.1213464784478213,19.27388804690664
145,BC,55.8333,-121.4333,"55.8333,-121.4333",2000-04-25,60.0,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.97447491725375,-2.11941090656203,0.9776147698140756,-2.1213464784478213,21.15034706328689
146,BC,55.9807,-122.0697,"55.9807,-122.0697",2000-04-29,70.0,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,"56.01,-122.12",678.2,1183FL0,0.9770475325711896,-2.130518181921722,0.977558914042024,-2.1313960825354754,4.513692311586859
147,BC,55.9667,-120.6,"55.9667,-120.6",2000-06-04,22.0,TAYLOR 3SE,BC,56.07,-120.38,"56.07,-120.38",442.9,1188026,0.9768031864759105,-2.1048670779051615,0.9786061115932205,-2.1010273535507737,17.84622136499669
148,BC,55.7117,-121.2758,"55.7117,-121.2758",2000-06-20,2.2,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9723525968833249,-2.116662012990139,0.9672614714552574,-2.118306113145518,32.95119771081677
149,BC,56.0213,-121.0085,"56.0213,-121.0085",2000-10-11,45.0,FORT ST JOHN 8NW,BC,56.1511,-121.0202,"56.1511,-121.0202",808.0,118L0LK,0.9777561362474992,-2.1119967478995583,0.9800215736165879,-2.1122009514220417,14.442269712045633
150,BC,55.8417,-121.85,"55.8417,-121.85",2001-03-17,51.2,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,"56.01,-122.12",678.2,1183FL0,0.9746215249109176,-2.1266836935550906,0.977558914042024,-2.1313960825354754,25.146669482687454
151,BC,55.85,-121.683,"55.85,-121.683",2001-03-17,34.6,HUDSON HOPE,BC,56.0132003,-121.5442001,"56.0132003,-121.5442001",491.0,1183630,0.9747663872388331,-2.1237689937042603,0.9776147698140756,-2.1213464784478213,20.088725349548014
152,BC,56.207,-121.4918,"56.207,-121.4918",2000-04-18,5.0,FARRELL CREEK,BC,56.11,-121.34,"56.11,-121.34",503.8,1182810,0.9809972126684529,-2.1204319241744467,0.9793042432940183,-2.1177825143699196,14.298262272507637
153,BC,56.4,-125.5167,"56.4,-125.5167",2001-08-10,0.1,SUSTUT MOUNTAIN,BC,56.37,-126.41,"56.37,-126.41",1798.3,107GHG9,0.9843656981248018,-2.1906796812379667,0.9838420993492035,-2.206270707446032,55.05638585629619
154,BC,56.1647,-124.5938,"56.1647,-124.5938",2000-06-28,36.0,MESILINKA CAMP,BC,56.07,-124.3,"56.07,-124.3",803.0,1185103,0.9802589383948592,-2.174572037571311,0.9786061115932205,-2.1694442602289516,21.02459871836749
155,BC,55.8888,-124.2725,"55.8888,-124.2725",2000-07-10,0.1,MESILINKA CAMP,BC,56.07,-124.3,"56.07,-124.3",803.0,1185103,0.9754435749886069,-2.168964294684653,0.9786061115932205,-2.1694442602289516,20.20832951813426
156,BC,56.2565,-125.389,"56.2565,-125.389",2000-10-04,12.0,INGENIKA POINT,BC,56.48,-124.54,"56.48,-124.54",679.7,1183651,0.98186115064819,-2.18845089578317,0.9857619615263973,-2.1736330504337382,57.8550313311271
157,BC,55.3717,-127.6828,"55.3717,-127.6828",2001-04-20,0.3,MURDER CREEK 2,BC,55.2929,-127.5002,"55.2929,-127.5002",368.0,1075252,0.9664184774265441,-2.2284852581654158,0.9650431579759727,-2.2252982869512743,14.487887199054613
158,BC,55.35,-127.6833,"55.35,-127.6833",2000-04-14,2.0,MURDER CREEK 2,BC,55.2929,-127.5002,"55.2929,-127.5002",368.0,1075252,0.9660397409788615,-2.228493984811676,0.9650431579759727,-2.2252982869512743,13.201739421723122
159,BC,55.3818,-127.6492,"55.3818,-127.6492",2000-04-29,0.2,MURDER CREEK,BC,55.31,-127.48,"55.31,-127.48",245.0,1075253,0.9665947556809956,-2.2278988275367455,0.9653416092780637,-2.2249457304423714,13.340434970864138
160,BC,55.4974,-127.8071,"55.4974,-127.8071",2000-05-09,0.1,MURDER CREEK,BC,55.31,-127.48,"55.31,-127.48",245.0,1075253,0.968612356296301,-2.2306547024256447,0.9653416092780637,-2.2249457304423714,29.319343100323405
161,BC,55.3201,-128.937,"55.3201,-128.937",2000-07-03,0.2,KITSAULT MINESITE,BC,55.3,-129.0,"55.3,-129.0",652.3,1074330,0.965517887532515,-2.250375177643929,0.9651670763528641,-2.251474735072685,4.567807809667886
162,BC,56.1427,-129.2506,"56.1427,-129.2506",2000-07-29,0.01,PREMIER,BC,56.03,-130.01,"56.03,-130.01",410.0,1066420,0.9798749659594204,-2.2558485301781825,0.9779079798924228,-2.269102560517828,48.720758115085104
163,BC,55.5119,-127.8135,"55.5119,-127.8135",2003-04-06,0.02,MURDER CREEK,BC,55.31,-127.48,"55.31,-127.48",245.0,1075253,0.9688654290378401,-2.2307664034977726,0.9653416092780637,-2.2249457304423714,30.757100496950315
164,BC,55.3674,-127.6789,"55.3674,-127.6789",2003-04-27,2.5,MURDER CREEK 2,BC,55.2929,-127.5002,"55.2929,-127.5002",368.0,1075252,0.9663434282687084,-2.228417190324588,0.9650431579759727,-2.2252982869512743,14.005093780410792
165,BC,55.5126,-127.8124,"55.5126,-127.8124",2003-04-29,0.2,MURDER CREEK,BC,55.31,-127.48,"55.31,-127.48",245.0,1075253,0.9688776463426042,-2.230747204876,0.9653416092780637,-2.2249457304423714,30.766426181500247
166,BC,54.8764,-126.926,"54.8764,-126.926",2001-08-04,0.1,MORICETOWN,BC,55.03,-127.18,"55.03,-127.18",390.1,1075202,0.9577738616414162,-2.2152766063863227,0.9604546873724795,-2.2197097426863883,23.53846441948005
167,BC,55.295,-126.7085,"55.295,-126.7085",2001-08-16,0.009,FORT BABINE,BC,55.19,-126.37,"55.19,-126.37",716.3,1072902,0.9650798098902645,-2.211480515263235,0.9632472141756704,-2.2055725757452342,24.413722415053837
168,BC,55.2675,-127.5544,"55.2675,-127.5544",2001-04-17,0.009,MURDER CREEK 2,BC,55.2929,-127.5002,"55.2929,-127.5002",368.0,1075252,0.964599844345966,-2.226244255405855,0.9650431579759727,-2.2252982869512743,4.44241759494731
169,BC,55.2178,-125.2943,"55.2178,-125.2943",2001-07-22,0.009,LEO CREEK,BC,55.05,-125.35,"55.05,-125.35",698.0,1094602,0.9637324157077248,-2.186798068981531,0.9608037532228784,-2.187770217374892,18.979543244417663
170,BC,55.7188,-125.7097,"55.7188,-125.7097",2001-08-16,0.2,TAKLA LANDING,BC,55.28,-125.58,"55.28,-125.58",854.0,1097970,0.9724765152602165,-2.1940481666943157,0.9648180105024654,-2.191784474654479,49.4403366629174
171,BC,55.6917,-125.7047,"55.6917,-125.7047",2001-08-16,0.009,TAKLA LANDING,BC,55.28,-125.58,"55.28,-125.58",854.0,1097970,0.972003531032926,-2.193960900231716,0.9648180105024654,-2.191784474654479,46.41905419488948
172,BC,55.675,-125.753,"55.675,-125.753",2001-08-16,0.009,TAKLA LANDING,BC,55.28,-125.58,"55.28,-125.58",854.0,1097970,0.9717120610478429,-2.194803894260429,0.9648180105024654,-2.191784474654479,45.22633653111207
173,BC,55.3817,-129.2446,"55.3817,-129.2446",2003-08-09,0.009,ALICE ARM,BC,55.41,-129.3,"55.41,-129.3",314.2,1060330,0.9665930103517436,-2.255743810423063,0.9670869385300579,-2.2567107228286685,4.702493361534289
174,BC,55.0057,-129.8263,"55.0057,-129.8263",2003-05-11,1.0,MILL BAY,BC,55.0,-129.45,"55.0,-129.45",3.0,1065130,0.9600305723642448,-2.2658963906819145,0.9599310885968813,-2.2593287167066594,23.991520453531148
175,BC,55.4047,-130.0148,"55.4047,-130.0148",2003-08-10,0.009,STEWART A,BC,55.56,-129.59,"55.56,-129.59",7.3,1067741,0.9669944360797023,-2.2691863363219236,0.9697049324080496,-2.2617721776594517,31.83349926270002
176,BC,55.6718,-121.7203,"55.6718,-121.7203",2001-04-15,0.3,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9716562105117791,-2.124420001515254,0.9672614714552574,-2.118306113145518,35.60832694248368
177,BC,55.5823,-121.7808,"55.5823,-121.7808",2001-04-15,0.3,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9700941408312441,-2.1254759257127103,0.9672614714552574,-2.118306113145518,31.52459821632347
178,BC,55.6473,-122.1749,"55.6473,-122.1749",2001-04-16,2.0,PINE PASS MT LEMORAY,BC,55.3221,-122.2859,"55.3221,-122.2859",679.7,1186A71,0.9712286048450406,-2.13235426829482,0.965552794117555,-2.1342915837645338,36.80755103639749
179,BC,55.6173,-121.8563,"55.6173,-121.8563",2001-04-21,1.5,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9707050060694422,-2.126793649297966,0.9672614714552574,-2.118306113145518,37.63904780098967
180,BC,55.6173,-121.8563,"55.6173,-121.8563",2001-04-22,0.2,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9707050060694422,-2.126793649297966,0.9672614714552574,-2.118306113145518,37.63904780098967
181,BC,55.6175,-121.8232,"55.6175,-121.8232",2001-05-04,1.0,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9707084967279462,-2.1262159453155562,0.9672614714552574,-2.118306113145518,35.98039597738284
182,BC,55.6182,-121.8255,"55.6182,-121.8255",2001-05-11,0.3,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9707207140327102,-2.126256087888352,0.9672614714552574,-2.118306113145518,36.142311828836874
183,BC,55.544,-122.1297,"55.544,-122.1297",2001-09-07,0.01,PINE PASS MT LEMORAY,BC,55.3221,-122.2859,"55.3221,-122.2859",679.7,1186A71,0.9694256797277303,-2.1315653794729186,0.965552794117555,-2.1342915837645338,26.55252520014435
184,BC,55.1083,-121.6367,"55.1083,-121.6367",2001-10-05,1.5,CHETWYND SUKUNKA,BC,55.14,-121.39,"55.14,-121.39",749.8,1181510,0.9618212801767911,-2.1229609062605865,0.9623745495496733,-2.1186551789959167,16.0665785418667
185,BC,55.6172,-121.8506,"55.6172,-121.8506",2000-04-17,0.3,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9707032607401902,-2.1266941655306026,0.9672614714552574,-2.118306113145518,37.341664696815776
186,BC,55.425,-121.5167,"55.425,-121.5167",2000-04-22,0.1,CHETWYND A,BC,55.4114,-121.3736,"55.4114,-121.3736",609.3,1181513,0.9673487379178571,-2.1208665111581935,0.967111373139586,-2.1183689449985894,9.151348064048106
187,BC,55.4192,-121.5143,"55.4192,-121.5143",2000-04-22,0.3,CHETWYND A,BC,55.4114,-121.3736,"55.4114,-121.3736",609.3,1181513,0.9672475088212414,-2.1208246232561456,0.967111373139586,-2.1183689449985894,8.91719712498678
188,BC,55.4625,-121.3962,"55.4625,-121.3962",2000-04-30,2.0,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.968003236387355,-2.11876338940954,0.9672614714552574,-2.118306113145518,5.003257211590557
189,BC,54.8047,-121.2163,"54.8047,-121.2163",2000-07-22,0.1,DENISON PLANT SITE,BC,55.0,-121.02,"55.0,-121.02",854.0,1182427,0.9565224605677363,-2.1156235420852028,0.9599310885968813,-2.1121974607635376,25.066274217062627
190,BC,55.1622,-120.9967,"55.1622,-120.9967",2000-07-29,0.25,TUMBLER RIDGE,BC,55.0759,-121.15,"55.0759,-121.15",824.0,1188297,0.962762012643616,-2.111790799047823,0.9612557934991449,-2.11446638879113,13.670368192410297
191,BC,54.29,-121.191,"54.29,-121.191",2000-07-23,0.1,MCGREGOR,BC,54.05,-121.5,"54.05,-121.5",609.6,1095000,0.9475392509077215,-2.115181973784448,0.943350460702935,-2.1205750411731104,33.39643905801826
192,BC,54.3362,-121.8055,"54.3362,-121.8055",2000-08-09,0.1,ALEZA LAKE,BC,54.07,-122.04,"54.07,-122.04",624.8,1090300,0.9483455930221428,-2.125907022037953,0.943699526553334,-2.12999981913388,33.2774140838984
193,BC,55.5048,-123.2448,"55.5048,-123.2448",2000-06-21,0.2,FINLAY FORKS,BC,55.54,-123.44,"55.54,-123.44",762.0,1182881,0.9687415106609487,-2.1510275459619073,0.9693558665576506,-2.1544344286618005,12.887250831559987
194,BC,55.4847,-123.0902,"55.4847,-123.0902",2000-07-10,10.0,FINLAY FORKS,BC,55.54,-123.44,"55.54,-123.44",762.0,1182881,0.9683906994812977,-2.1483292669383243,0.9693558665576506,-2.1544344286618005,22.851934834770116
195,BC,55.6329,-121.5936,"55.6329,-121.5936",2001-04-13,0.5,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9709772774327533,-2.122208669352977,0.9672614714552574,-2.118306113145518,27.523279731595512
196,BC,55.581,-121.5898,"55.581,-121.5898",2001-05-02,0.5,CHETWYND BCFS,BC,55.42,-121.37,"55.42,-121.37",659.9,1181509,0.9700714515509684,-2.122142346841401,0.9672614714552574,-2.118306113145518,22.616020589667507
197,BC,55.5633,-120.665,"55.5633,-120.665",2001-05-09,0.009,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.9697625282733653,-2.1060015419189577,0.9690068007072519,-2.0996310901491784,23.44847973200157
198,BC,55.5342,-120.7227,"55.5342,-120.7227",2000-03-30,2.0,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.9692546374610349,-2.1070085968973586,0.9690068007072519,-2.0996310901491784,26.6339971170033
199,BC,55.5383,-120.7017,"55.5383,-120.7017",2000-04-25,132.0,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.9693261959603667,-2.1066420777544397,0.9690068007072519,-2.0996310901491784,25.346738559115767
200,BC,55.5683,-120.6755,"55.5683,-120.6755",2000-04-25,3.0,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.969849794735965,-2.106184801490417,0.9690068007072519,-2.0996310901491784,24.21061431736425
201,BC,55.65,-120.7833,"55.65,-120.7833",2000-05-01,94.0,SWEETWATER,BC,55.52,-120.3,"55.52,-120.3",792.5,1187885,0.9712757287348444,-2.108066266424067,0.9690068007072519,-2.0996310901491784,33.616401601479524
202,BC,54.7702,-125.64,"54.7702,-125.64",2001-07-21,0.1,LEO CREEK,BC,55.05,-125.35,"55.05,-125.35",698.0,1094602,0.9559203219757983,-2.1928316722056755,0.9608037532228784,-2.187770217374892,36.193320167919765
203,BC,55.1167,-126.6743,"55.1167,-126.6743",2001-08-17,0.009,FORT BABINE,BC,55.19,-126.37,"55.19,-126.37",716.3,1072902,0.9619678878339587,-2.210883612659053,0.9632472141756704,-2.2055725757452342,20.968258012768715
204,BC,54.1755,-124.42,"54.1755,-124.42",2001-07-22,0.1,FRASER LAKE NORTH SHORE,BC,54.07,-124.45,"54.07,-124.45",666.0,109C0L6,0.945540848914188,-2.1715386553313447,0.943699526553334,-2.172062254106943,11.885379880224574
205,BC,54.22,-124.8283,"54.22,-124.8283",2001-08-16,0.009,ENDAKO SAVORY,BC,54.06,-125.1,"54.06,-125.1",688.8,1092678,0.9463175204313254,-2.1786648346672375,0.9435249936281346,-2.1834068942449063,25.07907811721423
206,BC,54.6667,-124.75,"54.6667,-124.75",2001-04-16,1.0,TACHIE 1SE,BC,54.38,-124.42,"54.38,-124.42",682.8,1097888,0.9541139061999842,-2.177298241862926,0.9491100472345164,-2.1715386553313447,38.31434560965781
207,BC,54.5702,-124.5035,"54.5702,-124.5035",2001-05-18,0.1,TACHIE 1SE,BC,54.38,-124.42,"54.38,-124.42",682.8,1097888,0.9524296634718096,-2.1729960052567603,0.9491100472345164,-2.1715386553313447,21.812827739913153
208,BC,54.5833,-125.3,"54.5833,-125.3",2001-07-12,0.2,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,"54.2647,-125.2735",713.2,1070573,0.9526583016038209,-2.1868975527488947,0.9470976826069669,-2.1864350404971162,35.44588854075708
